Country/Region/World,ISO,Sex,Year,Mean BMI,Mean BMI lower 95% uncertainty interval,Mean BMI upper 95% uncertainty interval,Prevalence of BMI>=30 kg/m² (obesity),Prevalence of BMI>=30 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=30 kg/m² upper 95% uncertainty interval,Prevalence of BMI>=35 kg/m² (severe obesity),Prevalence of BMI>=35 kg/m² lower 95% uncertainty interval,Prevalence of BMI>=35 kg/m² upper 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² (underweight),Prevalence of BMI<18.5 kg/m² lower 95% uncertainty interval,Prevalence of BMI<18.5 kg/m² upper 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m²,Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval,Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m²,Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval,Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m²,Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval,Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m²,Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval,Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m²,Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval,Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval,Prevalence of BMI >=40 kg/m²(morbid obesity),Prevalence of BMI >=40 kg/m² lower 95% uncertainty interval,Prevalence of BMI >=40 kg/m² upper 95% uncertainty interval
Italy,ITA,Men,2005,26.4969215225045,26.2030918184955,26.7836827924227,0.165311946343444,0.136805936852921,0.194811124056546,0.0233059068541021,0.0156873161472396,0.0327345941357106,0.00470885319948414,0.00287526528465524,0.00711189614653426,0.0195115363267157,0.0139266367078767,0.0263589649842675,0.353812775010101,0.318817907563221,0.389684272935189,0.456654889220255,0.418514486861735,0.494216466557147,0.142006039489342,0.114552316891163,0.17185134974938,0.0204879101652592,0.013011133574875,0.0298529980114354,0.00281799668884286,0.00140209320768908,0.0049643834110626
Italy,ITA,Men,2006,26.552477513433,26.2485043884315,26.8490170490209,0.169233257971764,0.139876353797452,0.199045117001155,0.0244767519729818,0.0163765057546523,0.0344262246001446,0.00452295045094442,0.00272661215147947,0.00684722521158884,0.0189633966599254,0.0134646606609999,0.0258027715943134,0.349509946056257,0.313928282568092,0.386402656645762,0.45777044896111,0.419382902839773,0.495820087885149,0.144756505998782,0.116536987887375,0.175270287462287,0.0214091725516452,0.0135698744660682,0.0311817881178138,0.00306757942133658,0.00152262595919118,0.00541642619859347
Italy,ITA,Men,2007,26.5987030609083,26.2840333897039,26.9025579665428,0.173178278762903,0.143081925525256,0.203697294115788,0.0256782025870046,0.0171788301089779,0.0361870855425414,0.00434592817586078,0.00258205213220791,0.00658961925450058,0.0184382977524272,0.0129620094037101,0.0253027488612569,0.345285779393676,0.309019266952922,0.382731811693857,0.458751716015133,0.419854207981309,0.497768162584489,0.147500076175898,0.118340175523445,0.178378878128643,0.0223485405699611,0.0140958413807714,0.0327126133935909,0.00332966201704348,0.00162966739611826,0.00586888415315851
Italy,ITA,Men,2008,26.6344267858552,26.3050365077772,26.9586916653526,0.177115944846348,0.146217667442752,0.208969242390068,0.0269061320773129,0.0179038127446614,0.0381432750772634,0.00417765552821939,0.00243786829379985,0.00640304309294591,0.017933868699596,0.0124919927208135,0.0248654948759857,0.341162458636421,0.304069573927789,0.379479104335183,0.459610072389416,0.419863943690081,0.499442240840314,0.150209812769035,0.120028292101954,0.182370846191273,0.0233002243126873,0.0146095998179647,0.0345016474670768,0.00360590776462557,0.0017431598528331,0.00637489055976378
Italy,ITA,Men,2009,26.6590775417187,26.3152576381195,26.9989127438909,0.181048101746768,0.148985320566055,0.214615718578942,0.0281650024335065,0.0184892218420062,0.0405938334936305,0.00401810487086429,0.00230278856288973,0.00627782580713312,0.0174511818190971,0.0120131348825377,0.0243361546372342,0.337130778140898,0.29938239864737,0.376225269290996,0.460351833522372,0.418738831037315,0.501543962558856,0.152883099313262,0.121911489530709,0.186128835128516,0.0242672501916427,0.0149265666642921,0.0364981246296723,0.0038977522418638,0.00184827162067325,0.00700745612334829
Italy,ITA,Men,2010,26.6729481275184,26.3025269126611,27.0408473970527,0.184996538827216,0.151451588601231,0.220350259404226,0.0294575161639068,0.0189802626412473,0.0426510187416311,0.00386667050048266,0.00217331942626083,0.00615279001676943,0.0169888785182765,0.0115492502801983,0.023949905754767,0.333179651766361,0.294041038878027,0.373588027167175,0.460968260487664,0.417326469781811,0.503460871704746,0.155539022663309,0.122687258826984,0.190402680282871,0.0252485678307889,0.0151200841954202,0.0383162416401507,0.00420894833311789,0.00192719751339715,0.00773483712146891
Italy,ITA,Men,2011,26.6778540599298,26.2753041607141,27.0908936532437,0.188955071953467,0.153589105767303,0.226311214064073,0.0307942232337271,0.0193341951729752,0.0448609846536543,0.00372233307451819,0.00205510072862774,0.00602369692840719,0.01654123369797,0.0109808117747205,0.023640896131201,0.329268839292504,0.288233229501368,0.372223693011571,0.461512522081542,0.415773584919651,0.505666302643822,0.15816084871974,0.123937067289518,0.194576590215921,0.0262509342757749,0.0152377706761772,0.0402632222737103,0.00454328895795211,0.00200046727352473,0.00859126661323491
Italy,ITA,Men,2012,26.675771115814,26.2218117314589,27.134692921138,0.192946274043707,0.155494671009944,0.232946248850203,0.0321819363762049,0.0196135788464955,0.0476549093036989,0.00358504031240023,0.00190121431394338,0.00594477251680726,0.0161086670682329,0.0104584012405126,0.023357198891252,0.32540401527287,0.281658589860121,0.370845889355638,0.46195600340279,0.413710002239591,0.508458913992418,0.160764337667502,0.124723519642593,0.199059933796566,0.0272796307135043,0.0153305888307185,0.0425675893588815,0.00490230566270066,0.00202427445274079,0.00947627447967611
Italy,ITA,Men,2013,26.6701842776131,26.1578711976634,27.1820155877771,0.196967237975188,0.156793074765759,0.239188936020956,0.0336279174907224,0.0200471855667705,0.0507304767348195,0.00345412071028224,0.00175776653730721,0.00591180019189731,0.0156928963691094,0.0099654975762258,0.0231863830745861,0.321568173269593,0.275271092474692,0.369683985169483,0.462317571775827,0.411952205104281,0.511885050878079,0.163339320484465,0.124874625639154,0.204471634668883,0.0283358326705512,0.0153748038135551,0.044951367747988,0.00529208482017119,0.00206565229734478,0.0104931084548164
Italy,ITA,Men,2014,26.6630391790769,26.0831834968328,27.2435604330012,0.201033539893355,0.157841339439534,0.246242070127283,0.0351454148197953,0.0204085165331428,0.0536655565175869,0.00332986701588553,0.00163016459971593,0.00585236981346063,0.0152909625646622,0.00936513388367933,0.0231729452491822,0.317737205039885,0.268934681584752,0.368685800652196,0.462608425586212,0.409010105582874,0.514976406958547,0.16588812507356,0.124688877935254,0.210014109032548,0.0294295367827853,0.0153858377471001,0.0476797366091495,0.00571587803701001,0.00206593688067212,0.0117375769026651
Italy,ITA,Men,2015,26.6555441842678,26.0106553779941,27.313118259317,0.205159672063879,0.158987311658572,0.253464441461133,0.0367411164016799,0.0205512490026147,0.0572557746858136,0.00321231303246198,0.00150172863447474,0.00580833716852063,0.0149021671841025,0.00881391918845769,0.0231995576776867,0.313913103760315,0.261886267033716,0.367922887562172,0.462812744059242,0.40557029032288,0.51929416427737,0.168418555662199,0.124133926213186,0.215387475972412,0.0305629806979807,0.0153600279774586,0.0505009010526335,0.00617813570369922,0.00204985609184442,0.0132322137366746
Italy,ITA,Men,2016,26.6489033533229,25.9178989686174,27.3841542227077,0.209368617678711,0.159600655166712,0.261391527600447,0.038424891447163,0.0205785507851048,0.0610447041956804,0.00310054482695091,0.00137771705745774,0.00577799920215256,0.0145272402847904,0.00831792441033815,0.0231419008734277,0.310078355578732,0.25496484781536,0.368093598566692,0.462925241730816,0.401962216686983,0.523329342937025,0.170943726231548,0.123390793393668,0.221873841874149,0.0317430550486427,0.015201582525288,0.0535055683959498,0.00668183639852024,0.00203971770099551,0.0149515705714147
Italy,ITA,Women,1975,24.5541361422265,23.1993101101673,25.9766358255257,0.105849042803071,0.0680560907296007,0.155311591587293,0.0197166180366885,0.00880005476538211,0.0379306549096977,0.0360675798988571,0.0168894934473418,0.0642856469443568,0.0837436905233321,0.0492547107767228,0.126982483103981,0.509752339645431,0.433152618754105,0.582584311402974,0.264587347229309,0.201468031225705,0.333193392556493,0.0861324247663828,0.050986756612927,0.135511710673596,0.0172147912253798,0.00691766967907618,0.0349188835850861,0.00250182681130868,0.000552597736843412,0.00692584377836753
Italy,ITA,Women,1976,24.5651455761355,23.3090733170796,25.8702340872725,0.10820541082772,0.0713646412026757,0.155448210017843,0.0203714630887066,0.009564626939159,0.0380085875393375,0.0352508943071602,0.0170928163595371,0.0613812753036298,0.0825905471979754,0.049839795951244,0.122680652162449,0.507468997517902,0.434065529726751,0.576413969868262,0.266484150249243,0.205976209955118,0.331135972122909,0.0878339477390132,0.053670250192634,0.135009818438271,0.0177352297075728,0.00759145419436167,0.0349757698091697,0.00263623338113377,0.000652557810826409,0.00697255955186076
Italy,ITA,Women,1977,24.5739756875276,23.4103293645535,25.7752970134534,0.110562576092978,0.0752462250615786,0.155418548445373,0.0210424586035559,0.0104327405353706,0.0379065901816917,0.0344865291287684,0.0174451080070999,0.0584538698480521,0.0814891814665861,0.0504741068305863,0.118703292259524,0.505174840924823,0.435957309992839,0.570208245342504,0.268286872486845,0.210729636569042,0.329709856356696,0.0895201174894217,0.0564996786124363,0.134227519029205,0.0182630361763353,0.00835353403287434,0.0346004044799459,0.00277942242722053,0.000751095415458431,0.00698674472588457
Italy,ITA,Women,1978,24.5813199496429,23.5183798690472,25.6827906901712,0.112924003819278,0.0792911778470519,0.156367779290946,0.0217336585400692,0.0112902997118874,0.0379499207961061,0.0337681948726026,0.0176781504205763,0.0555451648054007,0.08044094898242,0.0510238052712597,0.115298439744272,0.502854380626911,0.438411592711959,0.563817606148091,0.270012471798788,0.215206500383309,0.328599155879512,0.0911903452792093,0.0589445343016363,0.133678787800525,0.0188016721102387,0.00893476648359991,0.034634532304925,0.0029319864298305,0.000864658294982044,0.00706871364588982
Italy,ITA,Women,1979,24.5882793537478,23.6087800810409,25.5945279985136,0.11530897581831,0.0827160994103534,0.156661855568154,0.0224468094285371,0.0121085140915377,0.0379836891442686,0.0330881377870869,0.0181512059119909,0.0533561936095866,0.0794346322946866,0.0516625960223072,0.112219754527837,0.500480071336921,0.439467833330367,0.558232868362204,0.271688182862995,0.21936611824888,0.327106769571154,0.0928621663897732,0.0616621172664375,0.133113112129526,0.0193531724868677,0.00951402921845136,0.0346086284254548,0.00309363694166935,0.000994213868676062,0.00713293876234386
Italy,ITA,Women,1980,24.5958492524191,23.6866477643167,25.521116304436,0.117708145327032,0.0858996086614625,0.157381024671553,0.0231826699942676,0.013022222438746,0.0380381336803712,0.0324427320384108,0.0183115601887445,0.0513900191140428,0.0784612707730003,0.0519200765072441,0.109470112110177,0.498068600221737,0.439696288313463,0.553289107303717,0.27331925173982,0.223184482347251,0.325987016727256,0.0945254753327639,0.0643746467410093,0.132972394293122,0.0199171432413335,0.0102842484367974,0.034274146029365,0.00326552675293415,0.00113836126356989,0.0071876818091568
Italy,ITA,Women,1981,24.6026787720689,23.7752420302298,25.4455546249121,0.120084442720689,0.0893778723831347,0.158344773375627,0.0239288240429187,0.0138938077537395,0.0382856920310773,0.0318419514032258,0.0185740622569389,0.0497156966464085,0.077544301204181,0.0522499788537227,0.107033988935221,0.495651959056745,0.43982794876596,0.548828467178147,0.274877345715158,0.226638668223879,0.325354254170901,0.0961556186777707,0.0670130534288174,0.133236023157178,0.020483374655709,0.0110275794805003,0.0344237525066151,0.0034454493872097,0.00129180461437359,0.00721972461942994
Italy,ITA,Women,1982,24.6089275015882,23.8581845931734,25.3785178381047,0.122443143431322,0.0928534472157379,0.15975676474189,0.0246871794182358,0.0148182392214712,0.0385367288459025,0.0312782288787844,0.018638204468087,0.0481269940756929,0.0766810993998771,0.0524007868187331,0.105016089052146,0.49324781110892,0.440956480801951,0.543970012119909,0.276349717281096,0.229711112367659,0.324851108927128,0.0977559640130866,0.0694930485708551,0.133625159864173,0.0210535170037693,0.0117253057734375,0.0344734858599219,0.0036336624144665,0.00144215958806391,0.00733557233294711
Italy,ITA,Women,1983,24.6152207326987,23.9305547947821,25.3097882625598,0.124777548293095,0.0962759767957516,0.161076996580152,0.0254603629517255,0.0157537944511261,0.0389665341045794,0.0307394984575366,0.0187099139084769,0.0464938021884406,0.0758588982376017,0.0530306564920273,0.102935203853968,0.490849278186192,0.440269604628644,0.539734578541718,0.277774776925575,0.233454385571984,0.324352850709052,0.0993171853413694,0.071793646853167,0.133864139878958,0.0216298248212305,0.0123194718628264,0.0346136961257605,0.00383053813049492,0.00160279249714078,0.00743054782028101
Italy,ITA,Women,1984,24.6214592238556,24.0009537143679,25.2415212303839,0.127103032487915,0.0991544302067358,0.161811171452515,0.0262440652806283,0.0166286013022912,0.0394885733127062,0.0302257650997014,0.0187140207829213,0.0452248585312702,0.0750676728839016,0.0531996581497932,0.100817271164949,0.488441707046839,0.440252073741358,0.53528660841051,0.279161822581643,0.236695443015098,0.323706221902418,0.100858967207287,0.0740446661624356,0.134339268040849,0.0222076162040225,0.0129854000603746,0.0350303864540705,0.00403644907660588,0.00179084144584058,0.00755827013303591
Italy,ITA,Women,1985,24.62773419059,24.0588162219294,25.1976979951579,0.129416743448044,0.10218800163022,0.163086197433156,0.0270413719861838,0.0175366120710887,0.0398765520654822,0.0297339235404326,0.0187527413882098,0.0439996961430447,0.0743089772429992,0.0533819351131553,0.0991892705435777,0.48602574483751,0.439344868594384,0.531054860085115,0.280514611031014,0.239741144151879,0.32350015627565,0.102375371461861,0.0762181471440215,0.135120676742705,0.0227898636164278,0.01370731637895,0.0354101514865319,0.004251508369756,0.00197494211262941,0.00769745601513758
Italy,ITA,Women,1986,24.6343443051936,24.1038292555692,25.1605336769706,0.131720304701112,0.104886132216931,0.164072806873221,0.0278483638258094,0.018496389002159,0.0401839626130236,0.0292625709755548,0.0187035943748071,0.0427173601526216,0.0735785407519861,0.05339775347861,0.0971750258502326,0.483627602322309,0.438568836007539,0.527512809094699,0.281810981349038,0.242562436375729,0.322711588503459,0.103871940875303,0.0782766411723093,0.135623802649774,0.0233721152035016,0.0143671652450256,0.035708168620886,0.00447624862230776,0.00215750039061446,0.00797270765135806
Italy,ITA,Women,1987,24.6416798093553,24.1491051393956,25.1209186557129,0.134012425084231,0.107601012392903,0.165057315732508,0.0286687593268407,0.0193714574540468,0.0408931191758812,0.0288101151332415,0.0186778233637371,0.0418498362257776,0.0728720310792029,0.0532020479213835,0.0956653435281894,0.481220937650378,0.437230404937608,0.523950884277608,0.283084491152947,0.245007118706362,0.323248023605407,0.10534366575739,0.0802186742489781,0.136327675951043,0.0239589486620732,0.0150611560099828,0.0360002644317441,0.00470981066476748,0.00236486635972739,0.00825041261309674
Italy,ITA,Women,1988,24.6508074049844,24.1945185224342,25.0999067998473,0.136315711458545,0.110050381250842,0.167022751742081,0.029508506291444,0.0201466738218282,0.0414846858286021,0.0283659178991791,0.0186856087831414,0.0410205858268099,0.0721807365510192,0.0531972429668308,0.0941875989258198,0.478782159003045,0.436446197110426,0.520690303806329,0.284355475188211,0.247069021833817,0.32327372312152,0.106807205167101,0.081729636013974,0.136696615789246,0.0245566574973443,0.0157384155211102,0.0363779984796644,0.00495184879409968,0.00259311743597985,0.00846045776982056
Italy,ITA,Women,1989,24.6621793601481,24.2366476946463,25.0800748523433,0.138624184888225,0.112696736431076,0.169018076911429,0.0303642232440773,0.0210018263338673,0.0421473847678608,0.0279284144389748,0.0186013041770442,0.0400437813034756,0.0714913661242091,0.0531651581972333,0.0932924209177435,0.47631620616813,0.435077186245962,0.517278910543788,0.285639828480461,0.248834457178554,0.323884982251619,0.108259961644148,0.0836489854126975,0.137498317160383,0.0251604551467229,0.0163029944287353,0.0366618694695749,0.00520376809735436,0.00278755396804502,0.00874479732868277
Italy,ITA,Women,1990,24.6758139059104,24.2666027150939,25.0696644396968,0.140932791170194,0.115092744553003,0.170927620737851,0.0312357631047218,0.0219063849010894,0.0430213179416284,0.0274958085478203,0.0183749365967843,0.0393674952350851,0.070800790926949,0.0530123777078645,0.0919046075511055,0.473837924518337,0.43406894972038,0.513815100916386,0.2869326849367,0.250957384173005,0.325049282491879,0.109697028065472,0.0851044642418447,0.138484978085414,0.0257706178614958,0.0168909305308703,0.0372517221074865,0.00546514524322597,0.00298920683058865,0.00906132585655492
Italy,ITA,Women,1991,24.6924750451608,24.3022166143384,25.067420633827,0.143277595762208,0.117822792818935,0.172966041274052,0.0321315023318074,0.022794646608575,0.0438189670693665,0.0270598754643765,0.0181193430225686,0.0387956090049447,0.0700876992370126,0.0527664434073246,0.0906259149621272,0.471320567218839,0.431267219623291,0.510745029166568,0.288254262417564,0.252925596208162,0.326312447829303,0.1111460934304,0.0864543306528268,0.139906778559915,0.0263950898060726,0.0175247460347959,0.0378605149518085,0.00573641252573489,0.0031757271879925,0.00937756093798831
Italy,ITA,Women,1992,24.7125570387171,24.3398222455539,25.073531181517,0.145657920455065,0.119821831838885,0.174798199690735,0.0330541323626157,0.0235857151246199,0.0448736410845041,0.0266148029165214,0.0178803566989808,0.0379053627032219,0.0693541483939623,0.0522584032701555,0.0896520838862822,0.468755048235444,0.429802224599063,0.5077244012033,0.289618080099008,0.254584531711694,0.326982382127441,0.112603788092449,0.0881534716858907,0.141040162314808,0.0270352875900023,0.0182546978469727,0.0385303977992029,0.00601884477261343,0.00337424171069869,0.0096994815026818
Italy,ITA,Women,1993,24.7356689146166,24.3773583190727,25.0891405707059,0.148085691615158,0.122240032680901,0.1773937075138,0.0340055049578484,0.0243735134983263,0.0458875315734207,0.0261638605200839,0.0176446369812575,0.0372336750830713,0.0685976473226413,0.0519577150824555,0.0886758789579744,0.466140274743231,0.428255261775541,0.504652825818247,0.291012525898885,0.25572891785495,0.327955870295761,0.11408018665731,0.0897722859267713,0.142275537804554,0.0276925908173345,0.0188733225435076,0.0389838249423061,0.00631291414051395,0.00359163987131069,0.0102010715162316
Italy,ITA,Women,1994,24.761502019047,24.4155040873004,25.1053561330314,0.15054947767215,0.124512716119738,0.179244171697053,0.0349847797157021,0.0253030156142988,0.0469287316562357,0.0257022933592173,0.0171996057663937,0.0365431034220853,0.0678118675896825,0.051512753228426,0.0878550869414049,0.463497990839198,0.426149246027973,0.501475660170427,0.292438370639752,0.257070380174622,0.3291543413762,0.115564697956448,0.0912887558281891,0.143423918633541,0.0283664491791174,0.0194833152056913,0.0397214793051815,0.00661833053658467,0.00382301653638234,0.0105960609964124
Italy,ITA,Women,1995,24.7901146185983,24.4582293681141,25.1300511850905,0.153050640209544,0.127011408633237,0.18129739258099,0.0359938509559363,0.0261806507242834,0.0480676515426394,0.0252310420475039,0.0170254303027118,0.0357025890733873,0.0669915048573091,0.0506819293901454,0.0869083301035974,0.460814996803932,0.424226761828581,0.498526802147307,0.293911816181711,0.258767665431246,0.330803823817125,0.117056789253608,0.0928234893239717,0.144899626832113,0.0290568458667095,0.0200866873070298,0.0405253116027198,0.00693700508922676,0.00402585540356276,0.0110811144334514
Italy,ITA,Women,1996,24.8214354878968,24.4948518512721,25.1544522690687,0.155587302398339,0.12979512263367,0.183982569511527,0.0370274432149909,0.0269767448075525,0.0493090802634658,0.0247496564115381,0.0167421356940338,0.0349830815056946,0.0661461215559148,0.0501455733919741,0.0855368272933218,0.458091214238386,0.421133675085593,0.495370968094735,0.295425705495822,0.260584391177345,0.331959112626294,0.118559859183348,0.094264849840871,0.146219531542263,0.0297590655940092,0.0206696305541179,0.0412248790948175,0.0072683776209817,0.00424625971684086,0.0115721443512746
Italy,ITA,Women,1997,24.8534073226105,24.5232747126394,25.1841881156514,0.158157353907666,0.132183031131562,0.186245454857151,0.0380876055189675,0.0278460904398652,0.0504824445097317,0.0242630337805259,0.0163659491512754,0.0341952819980385,0.0652825996181519,0.0494207148862475,0.0844237589337341,0.455334375481117,0.418575165558277,0.492313247599497,0.296962637312539,0.262198193786432,0.332944051252833,0.120069748388699,0.0955775532864274,0.147899420859607,0.0304763353183582,0.0212449258065759,0.0419399527002334,0.00761127020060928,0.00448516359921358,0.0119763045520245
Italy,ITA,Women,1998,24.8850424152833,24.5504782386762,25.2143581432493,0.16074305812694,0.134364811069797,0.188902136872515,0.0391658771699068,0.0287746199678673,0.0518390527541591,0.0237702144649978,0.0159413658499465,0.033527802703125,0.0643984920048828,0.0486931931432452,0.0835641643938718,0.452569803187566,0.415703436546487,0.489370542633468,0.298518432315613,0.264190192202969,0.33362534928878,0.121577180957033,0.0970807011237863,0.149360484102744,0.0312037404795239,0.021834563613652,0.0428863790552869,0.00796213669038288,0.00471886069507282,0.0124608281326682
Italy,ITA,Women,1999,24.9151153168703,24.5806715167097,25.2419172373511,0.163324307518231,0.13719318187886,0.191654342088739,0.040255141381587,0.0295616877121717,0.0531380505146474,0.0232748415979269,0.0155178864850403,0.0328770767822191,0.0635019280761944,0.0480621268741285,0.0826573745973239,0.449810907155534,0.413442819049503,0.486628262174098,0.300088015752113,0.266484482268309,0.335204574919784,0.123069166136644,0.098408602416489,0.150898623806185,0.0319348344628082,0.0223036051914242,0.0437611153514241,0.00832030691877888,0.00498611485497138,0.0130379940484995
Italy,ITA,Women,2000,24.9432285756188,24.612749687456,25.2736679856482,0.165896162108126,0.139124383423639,0.194128437515859,0.0413502418096881,0.0303759401327143,0.0544445455325121,0.0227830111469112,0.0151097786915002,0.0321714991699418,0.0625948942346355,0.0471399046497289,0.0815886692187778,0.447060198127351,0.410847633477239,0.483985020953749,0.301665734482977,0.268557276104104,0.336660970862695,0.124545920298438,0.0996144905238292,0.152511152451445,0.0326639489722839,0.0227546593374339,0.0446302874834371,0.00868629283740411,0.00521514511543594,0.0135686347166804
Italy,ITA,Women,2001,24.968811455303,24.6415796196382,25.2951216870688,0.168460395654722,0.14128354440901,0.197097812897765,0.042458943436191,0.0310029514168808,0.056020751137108,0.0222884748441149,0.0147616150076815,0.0315070978150607,0.0616807927928632,0.0462249974637975,0.0804595600140452,0.444314657374159,0.407883711024856,0.480575583014295,0.303255679434141,0.270256877648179,0.337905259340148,0.126001452218531,0.101039415975754,0.154404751331088,0.0333993150505911,0.0231608505391927,0.0455592934133216,0.00905962838559985,0.0054334086391091,0.0141871965860539
Italy,ITA,Women,2002,24.9914222284937,24.6560436707559,25.3194423860556,0.171003111398755,0.143438292505636,0.20025089633364,0.043571384837093,0.0317627052073329,0.0571923450639421,0.0217968208622586,0.014454005076337,0.0309003492178085,0.0607613109595116,0.0454170223299599,0.0794403332262053,0.441580794643118,0.405164631706769,0.478048100000921,0.304857962236356,0.27174696151256,0.339469133769391,0.127431726561662,0.102065684057895,0.15609133963798,0.0341313176526675,0.0236346437269423,0.0467286089814221,0.00944006718442552,0.00565507992684896,0.0146709899325026
Italy,ITA,Women,2003,25.0104391932708,24.6688460560192,25.3444253312456,0.173529325331666,0.145531328242025,0.203333989272425,0.0446879794036588,0.0326149796970685,0.0587337340096697,0.0213040422175778,0.0140472437115897,0.0302923150091923,0.0598410317223193,0.0443906732957069,0.078417699324738,0.438860084192084,0.402619399211101,0.475534427590822,0.306465516636353,0.273081478366856,0.340962988937867,0.128841345928007,0.103167738590723,0.15809873603619,0.0348633787096252,0.0241194765468875,0.0478517778308033,0.00982460069403365,0.0058787727222475,0.0152809421287741
Italy,ITA,Women,2004,25.0255159997933,24.6760338955903,25.3648666148983,0.176023226821663,0.147461984392813,0.206239637052856,0.0458013390028847,0.0334254403953916,0.0603252849275967,0.0208186548610518,0.0136354966731653,0.029781057612437,0.058921843631664,0.04340432745407,0.0771611591782396,0.436158626423622,0.400419260435604,0.473008092885243,0.308077648361999,0.274538794079674,0.342900329924296,0.130221887818778,0.104129565570547,0.160134700341144,0.0355901015925144,0.0246218706053883,0.0488494810917623,0.0102112374103703,0.00607121202676158,0.015903022271672
Italy,ITA,Women,2005,25.0364760817935,24.6847597918757,25.3820011305192,0.178489910388498,0.149260607331951,0.208983381959295,0.0469144003817769,0.0341245767424634,0.0619892618426627,0.0203417115962856,0.0131660258456788,0.029155318699718,0.0580109019766822,0.0424917520717139,0.076284233341571,0.43346274305382,0.397175279588586,0.470761169055608,0.309694733084714,0.275874488576728,0.344938229077936,0.131575510006722,0.104817039486761,0.161866143495761,0.0363148085510763,0.0248897360243867,0.0501116441386863,0.0105995918307006,0.0062393532858814,0.0164831987467294
Italy,ITA,Women,2006,25.0432955732613,24.6825279693889,25.4007407729289,0.1809148624954,0.150939403215557,0.212468676692861,0.0480261048695701,0.0349102219494125,0.0634595856069935,0.0198701617636063,0.0127163666675957,0.0286325048607542,0.057109515638357,0.0415374453668033,0.0755467191950086,0.430764539703471,0.393383857681644,0.468784573091842,0.311340920499165,0.276342502586149,0.347528319865496,0.13288875762583,0.105295012874235,0.163740146192782,0.0370367218571563,0.0253071394398542,0.05145448706962,0.0109893830124138,0.00637483381672631,0.0172219498490666
Italy,ITA,Women,2007,25.0467249498725,24.6747416219317,25.4176406138177,0.183310036466502,0.152425662245616,0.215658667957009,0.0491389460285532,0.0355587946998871,0.065186499051374,0.0194114179503332,0.0122925631333404,0.0281719640638334,0.0562164968552525,0.0406853913492639,0.0747825391340855,0.428066326434612,0.389066432953523,0.46703198017024,0.3129957223933,0.277698049373761,0.349987172377284,0.134171090437949,0.105613797215606,0.165817818864355,0.0377572953246279,0.0256596794015531,0.0530442715429984,0.0113816507039253,0.00646918258199776,0.0179265300450565
Italy,ITA,Women,2008,25.045207046973,24.6529261316659,25.4397381909659,0.185676483296906,0.153883972427155,0.219218242521057,0.0502506836772229,0.0359320684168813,0.0669700517924519,0.0189654115382609,0.011833686916071,0.0277941815637201,0.0553330064332232,0.0397738038506716,0.074108314337309,0.425357621190861,0.385174222724576,0.465497557540687,0.314667477640749,0.277934889781276,0.353104819576509,0.135425799619683,0.105941065844311,0.167912817584434,0.0384748497797363,0.0259046439631144,0.0543138797272388,0.0117758338974866,0.00651138187454514,0.0189206448346422
Italy,ITA,Women,2009,25.0379038853018,24.6255134807261,25.4598542833819,0.188004202222193,0.155041654138142,0.223174784063628,0.0513582501351927,0.0363694721578098,0.0691099798557789,0.0185298840987564,0.0114425836377405,0.0275087293255997,0.0544637592922097,0.0386927371500229,0.0735309545615722,0.422670123305578,0.380845904777087,0.464392220820767,0.316332031181262,0.278346079727894,0.355816456493502,0.136645952087001,0.10634390577561,0.170267932364246,0.0391893506318437,0.0260729818855109,0.0556353114903557,0.012168899503349,0.00660350632726607,0.0198164186400169
Italy,ITA,Women,2010,25.0236075414382,24.5828413529108,25.4807377137395,0.190300069510834,0.156647360312461,0.227164311527719,0.0524578881519544,0.0366773509246974,0.0711222521057798,0.0181069734106783,0.0109217212282162,0.0272524178873533,0.0536049533381256,0.0376901458945043,0.073108694789856,0.419993187624645,0.376249790661841,0.463609916345172,0.317994816215716,0.278412376554217,0.359632212978027,0.13784218135888,0.106254350862801,0.173071745493665,0.0398957814213765,0.0261170855956636,0.0575020597458269,0.0125621067305779,0.00658593933789078,0.0207561465006652
